model,intrinsic_dim,observed_dim,n,test_accuracy_mean,test_accuracy_std,generalization_gap_mean,generalization_gap_std,snr_proxy_mean,snr_proxy_std,test_accuracy_se,generalization_gap_se,snr_proxy_se,test_accuracy_ci_low,test_accuracy_ci_high,generalization_gap_ci_low,generalization_gap_ci_high,snr_proxy_ci_low,snr_proxy_ci_high
logreg,768,768,20,0.7323333333333333,0.01904442329080964,0.2676666666666666,0.019044423290809624,1356884938598999.5,19681778784089.57,0.00425846250705306,0.004258462507053056,4400979527933.743,0.7239867468195093,0.7406799198471573,0.25932008015284264,0.2760132531804906,1348259018724249.2,1365510858473749.8
mlp_base,64,16,20,0.6750833333333334,0.02778612447698116,0.031791666666666614,0.018930436627850208,0.6003172846608384,0.023983072410539968,0.006213166316180066,0.004232974314362495,0.005362778021926711,0.6629055273536204,0.6872611393130463,0.023495037010516126,0.0400882963228171,0.5898062397378621,0.6108283295838148
mlp_base,64,32,20,0.7046666666666667,0.02563007188431827,0.06340624999999997,0.02840922217207847,1.8466153623181722,0.08100040211512703,0.005731058300154177,0.0063524951964661685,0.018112240533424178,0.6934337923983644,0.7158995409349689,0.05095535941492628,0.07585714058507366,1.8111153708726608,1.8821153537636837
mlp_base,64,64,20,0.7791666666666667,0.02477087990419538,0.11721354166666662,0.03389050639017767,17.084542671070473,0.8910970374033794,0.005538937132826435,0.007578147608032828,0.1992553550182629,0.7683103498863268,0.7900229834470065,0.10236037235492228,0.13206671097841097,16.694002175234676,17.47508316690627
mlp_base,64,128,20,0.7705833333333334,0.024609672182137696,0.21157812499999995,0.035384051594294655,21.016396832658764,1.0811851324732202,0.005502889990324548,0.007912114468420266,0.24176034524722356,0.7597976689522973,0.7813689977143695,0.19607038064189622,0.22708586935810368,20.542546555974205,21.490247109343322
mlp_base,64,256,20,0.7433333333333334,0.01676288018351211,0.2559635416666667,0.016360184912046695,32.77282051036454,1.6598589869025588,0.0037482939589017225,0.0036582485587802827,0.37115575277780544,0.735986677173886,0.7506799894927808,0.24879337449145733,0.26313370884187604,32.04535523492004,33.50028578580904
mlp_base,64,512,20,0.6728333333333334,0.023062969990773546,0.32716666666666666,0.023062969990773563,105.84469602299575,5.236737259982265,0.005157036866240734,0.005157036866240738,1.1709700493626332,0.6627255410755015,0.6829411255911653,0.3170588744088348,0.33727445892449853,103.54959472624499,108.1397973197465
mlp_base,64,768,20,0.5771666666666666,0.025172504260804765,0.42283333333333334,0.025172504260804748,123920204458713.38,6014647357990.34,0.005628743069106255,0.0056287430691062505,1344916035315.5913,0.5661343302512184,0.5881990030821148,0.4118009969178851,0.4338656697487816,121284169029494.81,126556239887931.94
mlp_base,256,16,20,0.6753333333333333,0.018133681627202056,0.028104166666666625,0.01961543188738535,0.14508965029140222,0.0030281609694241232,0.004054814480076279,0.004386143910821064,0.0006771173774444001,0.6673858969523838,0.6832807697142829,0.019507324601457342,0.03670100873187591,0.1437625002316112,0.14641680035119325
mlp_base,256,32,20,0.6906666666666667,0.019973666874689107,0.07618229166666662,0.02275040051198605,0.3111405829979862,0.0069208201744225106,0.004466247689174061,0.005087144206014683,0.0015475424370060683,0.6819128211958855,0.6994205121374478,0.06621148902287785,0.0861530943104554,0.3081073998214543,0.3141737661745181
mlp_base,256,64,20,0.70775,0.018710435840907744,0.1333958333333333,0.04067322261650403,0.7467804915607577,0.018359405393830474,0.004183780642891815,0.009094809063448487,0.004105287848708124,0.699549789939932,0.715950210060068,0.11557000756897426,0.15122165909769233,0.7387341273772897,0.7548268557442256
mlp_base,256,128,20,0.7310833333333333,0.02131135792501707,0.23086979166666666,0.03415246072542903,2.407676399317274,0.0811977853436063,0.004765364501316703,0.007636722378095109,0.01815637676507398,0.7217432189107525,0.7404234477559141,0.21590181580560025,0.24583776752773306,2.3720899008577288,2.443262897776819
mlp_base,256,256,20,0.7685,0.024482360280664972,0.2311614583333333,0.02495878535729115,100.00714619242419,3.0452870487342283,0.005474422183720771,0.005580954069472939,0.6809468851969449,0.7577701325199072,0.7792298674800927,0.22022278835716633,0.24210012830950026,98.67249029743817,101.3418020874102
mlp_base,256,512,20,0.70975,0.029105951844056545,0.29025,0.029105951844056507,330.6325019196439,10.051697554693465,0.006508288687314579,0.006508288687314571,2.2476279021563,0.6969937541728635,0.7225062458271365,0.2774937541728634,0.3030062458271366,326.22715123141757,335.03785260787026
mlp_base,256,768,20,0.6298333333333332,0.025002339071861418,0.37016666666666664,0.025002339071861387,461656492118958.6,13866296896369.633,0.005590692976118113,0.005590692976118106,3100598245647.6855,0.6188755751001418,0.6407910915665247,0.35920890843347514,0.38112442489985815,455579319557489.2,467733664680428.06
mlp_base,768,16,20,0.6428333333333334,0.027652289648544784,0.02427604166666662,0.022228746743554996,0.059768921403582885,0.0004311528199790269,0.00618323993876599,0.004970498877321605,9.640870141638337e-05,0.630714183053352,0.6549524836133147,0.014533863867116272,0.03401821946621697,0.059579960348806776,0.059957882458358994
mlp_base,768,32,20,0.67125,0.02435648382040327,0.06354166666666664,0.032174589686447125,0.12158051804504433,0.0007984500541308646,0.005446275351529549,0.007194456968705941,0.0001785388597675,0.6605753003110021,0.6819246996889979,0.04944053100800299,0.07764280232533027,0.12123058187990003,0.12193045421018862
mlp_base,768,64,20,0.68975,0.022369014440013765,0.14261979166666663,0.0418022366177717,0.2558005951858257,0.0017001916914361475,0.005001863687754517,0.00934726426888684,0.00038017441968315725,0.6799463471720011,0.6995536528279989,0.12429915369964842,0.16094042963368485,0.2550554533232467,0.2565457370484047
mlp_base,768,128,20,0.7075833333333333,0.02329241399485255,0.2545520833333333,0.03179617913354826,0.5626210285059041,0.004374017584162742,0.005208342105255773,0.0071098417967374265,0.0009780600652967298,0.697374982807032,0.7177916838596347,0.24061679341172793,0.26848737325493865,0.5607040307779225,0.5645380262338857
mlp_base,768,256,20,0.7249166666666667,0.018221147985737037,0.27464062499999997,0.018402806310664183,1.5497059266125202,0.013664699387810742,0.004074372552419138,0.0041149925887407224,0.003055519672324458,0.7169308964639252,0.7329024368694081,0.26657523952606815,0.2827060104739318,1.5437171080547643,1.555694745170276
mlp_base,768,512,20,0.7185833333333334,0.01859286003939267,0.28141666666666665,0.018592860039392634,8.254693903428128,0.09528482395960623,0.004157489894422143,0.004157489894422135,0.02130633435977802,0.710434653140266,0.7267320135264007,0.2732679864735993,0.289565346859734,8.212933488082964,8.296454318773293
mlp_base,768,768,20,0.687,0.019290030149222,0.31299999999999994,0.01929003014922203,1356884938598999.5,19681778784089.57,0.00431338187016808,0.004313381870168087,4400979527933.743,0.6785457715344706,0.6954542284655295,0.3045457715344705,0.3214542284655294,1348259018724249.2,1365510858473749.8
mlp_reg,64,16,20,0.6745,0.028994353150568565,0.039197916666666624,0.03471167036305333,0.6003172846608384,0.023983072410539968,0.00648333446083065,0.007761765454435205,0.005362778021926711,0.6617926644567719,0.6872073355432281,0.023984856375973623,0.05441097695735962,0.5898062397378621,0.6108283295838148
mlp_reg,64,32,20,0.6949166666666666,0.025423172880233633,0.07919791666666662,0.04232909689872553,1.8466153623181722,0.08100040211512703,0.005684794276393152,0.00946507380917258,0.018112240533424178,0.6837744698849361,0.7060588634483972,0.060646372000688356,0.09774946133264488,1.8111153708726608,1.8821153537636837
mlp_reg,64,64,20,0.7706666666666667,0.02759036190729363,0.12972395833333328,0.06422102564585434,17.084542671070473,0.8910970374033794,0.0061693924748529305,0.014360257892888764,0.1992553550182629,0.758574657415955,0.7827586759173785,0.1015778528632713,0.15787006380339524,16.694002175234676,17.47508316690627
mlp_reg,64,128,20,0.768,0.023586347522956685,0.21405729166666662,0.03501793535540311,21.016396832658764,1.0811851324732202,0.005274067640226493,0.00783024838863746,0.24176034524722356,0.7576628274251561,0.7783371725748439,0.1987100048249372,0.22940457850839605,20.542546555974205,21.490247109343322
mlp_reg,64,256,20,0.7453333333333333,0.02009189414978875,0.24878124999999995,0.02488276835485679,32.77282051036454,1.6598589869025588,0.0044926841115657985,0.005563956150984039,0.37115575277780544,0.7365276724746643,0.7541389941920023,0.23787589594407124,0.2596866040559287,32.04535523492004,33.50028578580904
mlp_reg,64,512,20,0.6834166666666667,0.027441990917152416,0.3165833333333333,0.027441990917152416,105.84469602299575,5.236737259982265,0.00613621571286846,0.00613621571286846,1.1709700493626332,0.6713896838694445,0.6954436494638888,0.30455635053611113,0.3286103161305555,103.54959472624499,108.1397973197465
mlp_reg,64,768,20,0.5950833333333334,0.021112861577166846,0.40491666666666665,0.021112861577166818,123920204458713.38,6014647357990.34,0.0047209793686088485,0.004720979368608842,1344916035315.5913,0.5858302137708601,0.6043364528958067,0.3956635471041933,0.41416978622913997,121284169029494.81,126556239887931.94
mlp_reg,256,16,20,0.6778333333333333,0.020448909377686675,0.02807812499999997,0.030304208770664302,0.14508965029140222,0.0030281609694241232,0.004572515143424032,0.006776227081555071,0.0006771173774444001,0.6688712036522222,0.6867954630144444,0.014796719920152033,0.04135953007984791,0.1437625002316112,0.14641680035119325
mlp_reg,256,32,20,0.6876666666666666,0.019944367068868776,0.0790520833333333,0.039917734243406104,0.3111405829979862,0.0069208201744225106,0.004459696053419881,0.008925876727602719,0.0015475424370060683,0.6789256624019637,0.6964076709313696,0.06155736494723198,0.09654680171943462,0.3081073998214543,0.3141737661745181
mlp_reg,256,64,20,0.7082499999999999,0.022842423597102694,0.14568229166666663,0.06325538105642242,0.7467804915607577,0.018359405393830474,0.005107721193396689,0.0141443331984813,0.004105287848708124,0.6982388664609425,0.7182611335390574,0.11795939859764329,0.17340518473568997,0.7387341273772897,0.7548268557442256
mlp_reg,256,128,20,0.7304166666666666,0.019852342357415242,0.22416666666666663,0.04055677751153171,2.407676399317274,0.0811977853436063,0.004439118702377891,0.009068771146411966,0.01815637676507398,0.721715994010006,0.7391173393233272,0.20639187521969918,0.24194145811363407,2.3720899008577288,2.443262897776819
mlp_reg,256,256,20,0.766,0.025376694193435276,0.2339739583333333,0.02539927582611095,100.00714619242419,3.0452870487342283,0.0056744013260745475,0.005679450732645121,0.6809468851969449,0.7548781734008939,0.7771218265991061,0.22284223489734886,0.2451056817693177,98.67249029743817,101.3418020874102
mlp_reg,256,512,20,0.7201666666666666,0.023969400571200995,0.2798333333333333,0.023969400571200963,330.6325019196439,10.051697554693465,0.0053597209057127705,0.005359720905712764,2.2476279021563,0.7096616136914696,0.7306717196418636,0.26932828035813633,0.2903383863085303,326.22715123141757,335.03785260787026
mlp_reg,256,768,20,0.6466666666666667,0.02605661851470856,0.35333333333333333,0.026056618514708564,461656492118958.6,13866296896369.633,0.005826437026266795,0.0058264370262667954,3100598245647.6855,0.6352468500951838,0.6580864832381497,0.3419135167618504,0.3647531499048163,455579319557489.2,467733664680428.06
mlp_reg,768,16,20,0.6464166666666666,0.029981841483028546,0.025536458333333283,0.02591791374118563,0.059768921403582885,0.0004311528199790269,0.006704143564667493,0.005795421696026696,9.640870141638337e-05,0.6332765452799184,0.6595567880534149,0.014177431809120958,0.03689548485754561,0.059579960348806776,0.059957882458358994
mlp_reg,768,32,20,0.6713333333333333,0.02595317420783029,0.06574999999999993,0.044029853683050985,0.12158051804504433,0.0007984500541308646,0.005803306176060278,0.009845374587467148,0.0001785388597675,0.6599588532282552,0.6827078134384115,0.04645306580856433,0.08504693419143554,0.12123058187990003,0.12193045421018862
mlp_reg,768,64,20,0.6849999999999999,0.02446503651531927,0.1432291666666666,0.05216005314420077,0.2558005951858257,0.0017001916914361475,0.005470548472026846,0.011663342454043456,0.00038017441968315725,0.6742777249948273,0.6957222750051726,0.12036901545674143,0.16608931787659179,0.2550554533232467,0.2565457370484047
mlp_reg,768,128,20,0.7010833333333333,0.020592644743788014,0.2297239583333333,0.052862302798446135,0.5626210285059041,0.004374017584162742,0.004604655348361374,0.011820370250450291,0.0009780600652967298,0.692058208850545,0.7101084578161215,0.20655603264245073,0.25289188402421586,0.5607040307779225,0.5645380262338857
mlp_reg,768,256,20,0.71975,0.019943450756330392,0.27629166666666666,0.0169073358157329,1.5497059266125202,0.013664699387810742,0.004459491159707435,0.003780595220239562,0.003055519672324458,0.7110093973269734,0.7284906026730266,0.2688817000349971,0.2837016332983362,1.5437171080547643,1.555694745170276
mlp_reg,768,512,20,0.724,0.01842798532870194,0.2759739583333333,0.018395102376399835,8.254693903428128,0.09528482395960623,0.0041206227883346346,0.004113269936669795,0.02130633435977802,0.7159235793348641,0.7320764206651359,0.26791194925746054,0.2840359674092061,8.212933488082964,8.296454318773293
mlp_reg,768,768,20,0.6983333333333334,0.0175719074042792,0.30166666666666664,0.017571907404279153,1356884938598999.5,19681778784089.57,0.0039291979450300175,0.003929197945030006,4400979527933.743,0.6906321053610746,0.7060345613055922,0.29396543869440783,0.30936789463892544,1348259018724249.2,1365510858473749.8
mlp_wide,64,16,20,0.6797500000000001,0.03267452018019312,0.02501562499999997,0.024162277349235695,0.6003172846608384,0.023983072410539968,0.00730624482551005,0.0054028494644094436,0.005362778021926711,0.6654297601420004,0.6940702398579998,0.01442604004975746,0.03560520995024248,0.5898062397378621,0.6108283295838148
mlp_wide,64,32,20,0.7025,0.024203692145007415,0.06809895833333328,0.030465441603257738,1.8466153623181722,0.08100040211512703,0.005412110094271427,0.006812279838943448,0.018112240533424178,0.691892264215228,0.713107735784772,0.054746889849004124,0.08145102681766243,1.8111153708726608,1.8821153537636837
mlp_wide,64,64,20,0.7745833333333334,0.025013885033006056,0.11994791666666664,0.03674216739590671,17.084542671070473,0.8910970374033794,0.005593274731516611,0.008215798393792382,0.1992553550182629,0.7636205148595608,0.785546151807106,0.10384495181483357,0.1360508815184997,16.694002175234676,17.47508316690627
mlp_wide,64,128,20,0.7698333333333334,0.024163792932585935,0.21558333333333332,0.034207399767161625,21.016396832658764,1.0811851324732202,0.005403188359149114,0.007649007121288387,0.24176034524722356,0.7592430841494011,0.7804235825172656,0.20059127937560808,0.23057538729105856,20.542546555974205,21.490247109343322
mlp_wide,64,256,20,0.7481666666666666,0.023754962547098114,0.251390625,0.02330762689041493,32.77282051036454,1.6598589869025588,0.005311771105827293,0.005211743812116983,0.37115575277780544,0.7377555952992452,0.7585777380340881,0.2411756071282507,0.26160564287174926,32.04535523492004,33.50028578580904
mlp_wide,64,512,20,0.6725,0.026053812956852267,0.32749999999999996,0.026053812956852294,105.84469602299575,5.236737259982265,0.005825809684458646,0.0058258096844586525,1.1709700493626332,0.661081413018461,0.683918586981539,0.316081413018461,0.3389185869815389,103.54959472624499,108.1397973197465
mlp_wide,64,768,20,0.5864166666666667,0.023095751615612312,0.4135833333333333,0.02309575161561228,123920204458713.38,6014647357990.34,0.0051643670603959725,0.005164367060395965,1344916035315.5913,0.5762945072282906,0.5965388261050428,0.4034611738949572,0.4237054927717094,121284169029494.81,126556239887931.94
mlp_wide,256,16,20,0.6760833333333334,0.01792834176929064,0.029984374999999962,0.02548757623174915,0.14508965029140222,0.0030281609694241232,0.004008899091998272,0.005699195303589903,0.0006771173774444001,0.6682258911130168,0.68394077555365,0.018813952204963753,0.04115479779503617,0.1437625002316112,0.14641680035119325
mlp_wide,256,32,20,0.6877500000000001,0.021187515633349994,0.061364583333333264,0.02292874731421504,0.3111405829979862,0.0069208201744225106,0.00473767252305101,0.0051270237633500556,0.0015475424370060683,0.6784641618548201,0.6970358381451801,0.05131561675716716,0.07141354990949937,0.3081073998214543,0.3141737661745181
mlp_wide,256,64,20,0.708,0.02254041205121585,0.12736458333333328,0.02506843930733535,0.7467804915607577,0.018359405393830474,0.005040189358737411,0.005605473438102958,0.004105287848708124,0.6981212288568747,0.7178787711431253,0.11637785539465148,0.13835131127201508,0.7387341273772897,0.7548268557442256
mlp_wide,256,128,20,0.73325,0.018914048431527677,0.2426614583333333,0.026960468504444945,2.407676399317274,0.0811977853436063,0.004229309802261916,0.006028544028118098,0.01815637676507398,0.7249605527875665,0.7415394472124334,0.23084551203822182,0.25447740462844476,2.3720899008577288,2.443262897776819
mlp_wide,256,256,20,0.7681666666666667,0.026273972623623194,0.2310520833333333,0.024410958538063923,100.00714619242419,3.0452870487342283,0.005875038882538996,0.005458456268703981,0.6809468851969449,0.7566515904568902,0.7796817428764431,0.2203535090466735,0.2417506576199931,98.67249029743817,101.3418020874102
mlp_wide,256,512,20,0.7205,0.02794679573426739,0.27949999999999997,0.027946795734267352,330.6325019196439,10.051697554693465,0.006249093501512303,0.006249093501512294,2.2476279021563,0.7082517767370359,0.7327482232629642,0.2672517767370359,0.29174822326296407,326.22715123141757,335.03785260787026
mlp_wide,256,768,20,0.62725,0.02162462182341804,0.37275,0.02162462182341806,461656492118958.6,13866296896369.633,0.004835412438488819,0.004835412438488823,3100598245647.6855,0.6177725916205619,0.6367274083794381,0.3632725916205619,0.38222740837943814,455579319557489.2,467733664680428.06
mlp_wide,768,16,20,0.644,0.02566313486751122,0.026182291666666642,0.02591760525585772,0.059768921403582885,0.0004311528199790269,0.005738451407950014,0.005795352716610369,9.640870141638337e-05,0.632752635240418,0.655247364759582,0.014823400342110318,0.037541182991222964,0.059579960348806776,0.059957882458358994
mlp_wide,768,32,20,0.6706666666666667,0.022982322217367946,0.06076562499999995,0.02665343428119709,0.12158051804504433,0.0007984500541308646,0.005139003475883842,0.005959889088657994,0.0001785388597675,0.6605942198539344,0.6807391134793991,0.049084242386230284,0.07244700761376961,0.12123058187990003,0.12193045421018862
mlp_wide,768,64,20,0.6909166666666666,0.028844587601803758,0.14395312499999996,0.04129790871249961,0.2558005951858257,0.0017001916914361475,0.006449845866058084,0.009234493120972994,0.00038017441968315725,0.6782749687691928,0.7035583645641404,0.1258535184828929,0.16205273151710703,0.2550554533232467,0.2565457370484047
mlp_wide,768,128,20,0.7086666666666667,0.025538641745837296,0.25206249999999997,0.04113768656856451,0.5626210285059041,0.004374017584162742,0.0057106138996706095,0.00919866636043903,0.0009780600652967298,0.6974738634233123,0.719859469910021,0.23403311393353948,0.27009188606646045,0.5607040307779225,0.5645380262338857
mlp_wide,768,256,20,0.7252500000000001,0.02211265018593688,0.27459374999999997,0.021935169441857107,1.5497059266125202,0.013664699387810742,0.004944538897842823,0.004904852996996861,0.003055519672324458,0.7155587037602281,0.734941296239772,0.2649802381258861,0.2842072618741138,1.5437171080547643,1.555694745170276
mlp_wide,768,512,20,0.7241666666666667,0.0169061738264544,0.27583333333333326,0.016906173826454405,8.254693903428128,0.09528482395960623,0.003780335391537977,0.003780335391537978,0.02130633435977802,0.7167572092992524,0.7315761240340811,0.2684238759659188,0.2832427907007477,8.212933488082964,8.296454318773293
mlp_wide,768,768,20,0.6956666666666667,0.021140023292213334,0.3043333333333333,0.021140023292213317,1356884938598999.5,19681778784089.57,0.004727052912731791,0.0047270529127317875,4400979527933.743,0.6864016429577123,0.704931690375621,0.29506830962437897,0.3135983570422876,1348259018724249.2,1365510858473749.8
